"uid","fileName","score","category","planarFactor","springFactor","bulgeFactor","shortSplitFactor","bendSplitFactor","colinearSplitFactor","opositeEdgeFactor","randomSplitFactor","collisionRadius","collisionStrength","foodIncMin","foodIncRand"
"0001_0011","particleLinks14_0001_0011_ambocc.png",0.,"nogrowth",0.0014834593562,0.0140285741928,7.60226007374,0.0126642004832,0.00780732056513,0.0883896056549,2.15281082893,3.67365071529,0.207238222103,0.485808072808,0.413236849061,0.0702719499919
"0001_0012","particleLinks14_0001_0012_ambocc.png",0.,"nogrowth",1.91139890983,0.069716220639,0.00146727232712,0.0374513487957,0.57002519261,1.50137690466,1.80939123906,6.65157797672,1.05190942124,0.579728043394,0.040821563549,0.80128609454
"0001_0013","particleLinks14_0001_0013_ambocc.png",9.,"balloon",0.00385201222127,0.521073862832,2.10552066615,0.38662810289,0.0094556190916,0.00118870083608,0.00723875984365,0.562631311358,0.887681748382,0.972379739808,0.0315448002094,0.0198316258917
"0001_0014","particleLinks14_0001_0014_ambocc.png",7.,"brain",0.607507797284,4.00886615687,0.00215245439403,0.297455358486,0.00704734731014,0.00164614322591,0.163669174735,0.096909545507,1.86974717792,1.272584281,0.461209079809,0.198816378114
"0001_0015","particleLinks14_0001_0015_ambocc.png",0.,"black",0.344678175454,3.37246342883,5.7044192715,0.635442196669,7.74351857663,0.027993388174,2.19410048067,0.00205208488156,0.900837682756,0.5263833584,0.915687552985,0.150753098615
"0001_0016","particleLinks14_0001_0016_ambocc.png",3.,"mess",0.00873116088686,0.0290988819736,1.6025688947,0.00189655728135,0.028966926398,1.18500544944,0.348821089572,4.89345346288,3.15554689043,0.147375279985,1.57901729186,0.0214064099611
"0001_0017","particleLinks14_0001_0017_ambocc.png",10.,"animal",0.00160992139862,0.99815141766,1.96226763892,0.00332288895202,0.0665230600611,0.057781451289,0.0019661912882,0.0454890216331,2.57231476676,0.563089776599,0.0299560690752,0.0147762453559
"0001_0018","particleLinks14_0001_0018_ambocc.png",0.,"nogrowth",0.0139075938469,0.0178389662718,0.0105935916025,4.55238329604,0.034555455129,0.00125312878566,1.88889913525,1.04027086406,0.433079055781,1.55819422708,0.125712520969,0.472840498259
"0001_0019","particleLinks14_0001_0019_ambocc.png",0.,"black",0.01559787285,5.49958630292,6.97879660936,0.00253019381533,0.0092510505166,4.46519164693,0.00903810168188,2.02386616558,3.37354667299,0.311655329031,9.5272732983,0.470903114578
"0001_0020","particleLinks14_0001_0020_ambocc.png",0.,"nogrowth",2.26467940048,0.0115013477985,3.49188717698,0.344621983464,0.55904885172,4.26698968862,1.34873561783,2.26358234738,3.81242233551,0.116734605097,1.75209242142,0.0250781971084
"0001_0021","particleLinks14_0001_0021_ambocc.png",2.,"mess",0.00153505011105,0.115939600971,1.88531100902,0.0261411728289,7.71651028992,1.34710701024,0.305640717738,0.00103033110021,2.2254541535,1.4509113195,0.0190057500245,5.38752079093
"0001_0022","particleLinks14_0001_0022_ambocc.png",10.,"worms",0.00301588365344,3.42231198411,0.016566077909,1.60918192197,0.463181628855,0.016221453466,0.00129769112588,0.00335413184217,3.94056973445,0.515342437895,0.0222454537707,0.0217644050087
"0001_0023","particleLinks14_0001_0023_ambocc.png",2.,"mess",0.0758743421104,0.00129052612263,3.12732259206,8.58327667342,0.00191653144598,0.00140395300662,0.00587069171082,0.00524775837359,4.83174728252,0.385087470542,0.0133768502216,0.209055479431
"0001_0024","particleLinks14_0001_0024_ambocc.png",2.,"mess",2.09834715161,0.566180995223,2.0298201892,0.00250182604171,0.00176602054638,0.0504257841114,0.101821626415,2.93255582426,1.30453888792,1.58552748486,2.18661988538,0.0618099718043
"0001_0025","particleLinks14_0001_0025_ambocc.png",0.,"black",9.01036480549,7.78982565291,0.0505626286478,0.0386431013826,1.31105169167,9.18929073765,0.160651000883,0.0238306015714,0.294284846421,1.11637874614,2.71026978342,2.47463008008
"0001_0026","particleLinks14_0001_0026_ambocc.png",5.,"mess",2.60128106758,0.107790907225,1.06009472481,0.14874012989,0.305226550999,0.0493723494779,0.122142531507,0.400034647453,3.05818720461,1.9709889137,0.0156989459328,0.0729093919044
"0001_0027","particleLinks14_0001_0027_ambocc.png",0.,"nogrowth",0.0209646211911,5.26423499819,0.625885347291,0.517604300267,0.991124467757,0.833610684929,0.12652740455,9.83288876497,1.67464834981,0.652127791436,4.32963597368,0.0137540562601
"0001_0028","particleLinks14_0001_0028_ambocc.png",2.,"mess",0.864245433058,0.00106147718066,0.0018288421278,2.73901415874,0.241528167589,8.94294798745,0.00361682388459,0.101750556779,0.494828109353,1.57529149364,1.00127620659,0.122680977793
"0001_0029","particleLinks14_0001_0029_ambocc.png",9.,"animal",0.0181252518026,0.158895625323,1.95359640389,0.201644698763,3.23253768363,0.0620545818073,0.00331094167724,0.758755486572,1.21129046896,0.287103472195,1.04821175535,1.41350711095
"0001_0030","particleLinks14_0001_0030_ambocc.png",0.,"nogrowth",0.00887396866302,0.0102557913898,0.00103860036522,0.0146125982466,0.46521289019,0.323482616317,2.02001013949,0.00157986714317,0.370254447721,1.36462106366,2.45164872492,0.218589846384
"0001_0031","particleLinks14_0001_0031_ambocc.png",7.,"plant",0.00182767334488,1.25689474527,0.18467233297,0.0210777579749,3.6104014836,0.534703311011,0.0069705695326,0.0927284617756,2.15835517677,0.183386392762,0.299894153747,6.36839606306
"0001_0032","particleLinks14_0001_0032_ambocc.png",0.,"black",2.8108231264,7.70251571403,7.32211364643,1.97664777531,0.415031909832,5.50993815091,0.0359247697529,0.805959765188,1.16048424562,0.232311827229,0.571300311882,0.153487525356
"0001_0033","particleLinks14_0001_0033_ambocc.png",0.,"black",3.44156967629,5.73004238456,0.215075041618,0.0858860370285,0.0256804082606,1.0961063464,4.26885459018,0.90231708804,1.04551527263,0.0777898128274,7.81556478604,7.20003515729
"0001_0034","particleLinks14_0001_0034_ambocc.png",0.,"black",0.0540040830338,9.37775770147,0.00720840908986,0.00121414089585,0.12757459599,0.00205233830459,0.0013776385034,0.00102121535436,4.70412011692,0.295036550789,0.545451415492,0.231068640302
"0001_0035","particleLinks14_0001_0035_ambocc.png",5.,"mess",0.00431712896306,1.74385209166,3.53524445512,0.0255525991998,2.09396997204,0.0017680323244,0.00700455703234,1.40324557109,2.29235627622,0.520936594789,0.0171844732103,9.61845972671
"0001_0036","particleLinks14_0001_0036_ambocc.png",3.,"mess",0.0254336083677,0.0040624443231,0.591313044746,0.344953583736,0.0398392923809,0.724770013896,0.366682986484,3.22303062002,2.91374677118,0.394176089977,0.297447634623,0.0135431140535
"0001_0037","particleLinks14_0001_0037_ambocc.png",5.,"mess",0.55527479616,0.0183378804393,0.285946214298,0.00635323558609,0.00988007734556,0.61737375247,0.213016181415,9.89060845485,2.52332419575,0.0550573368698,1.2887852986,6.09250611358
"0001_0038","particleLinks14_0001_0038_ambocc.png",3.,"mess",0.00379181331064,0.430582543996,0.00219543357073,0.32781752573,9.16870794606,0.00513168331671,9.85293574525,1.81336867593,2.23042010486,1.60808346537,0.0142599924289,3.19037440673
"0001_0039","particleLinks14_0001_0039_ambocc.png",1.,"mess",0.0464830796852,0.0301050494893,2.01552734283,0.00679422526372,0.00448935493206,0.104311177249,0.00419168091336,0.00243910153953,1.78769282236,1.7861911942,0.142471514779,5.35530008733
"0001_0040","particleLinks14_0001_0040_ambocc.png",8.,"balloon",0.00148734656388,0.00398872975258,2.46540406258,0.760215000019,0.00138724803355,0.0128428470785,0.389797145553,4.6893489845,0.517187742396,0.963001781125,0.0466721458274,0.128701105754
"0001_0041","particleLinks14_0001_0041_ambocc.png",6.,"plant",0.0069095333643,1.48363657666,0.0149396360229,0.0557798015884,0.69378759796,0.00392618260887,0.0195934054849,0.0329527297737,0.912753223009,0.709055851254,0.305970820166,0.718927372783
"0001_0042","particleLinks14_0001_0042_ambocc.png",1.,"mess",0.00111851545178,0.00145389751626,0.0218093053465,4.39618810725,0.07713136188,2.05003345552,0.324771771787,0.207351195406,2.71228635901,1.99649205304,0.0555246222148,0.610347120837
"0001_0043","particleLinks14_0001_0043_ambocc.png",0.,"black",1.58923560933,3.69481721156,1.04178045035,0.476810341202,5.99957432542,0.77273439231,0.0019265079866,1.20542537308,4.4404108454,1.69528223823,0.187427185125,4.22423110108
"0001_0044","particleLinks14_0001_0044_ambocc.png",0.,"nogrowth",1.26095937322,0.837136081634,0.127538937522,0.252888519315,4.84595009395,0.0159193812391,0.00236926512405,0.0191677586416,0.0475867079719,0.419128753718,0.601638630011,0.0931486040906
"0001_0045","particleLinks14_0001_0045_ambocc.png",0.,"black",0.0123020207035,5.91989068936,4.73960569052,0.0028168305659,3.07538737577,0.0846831846684,0.0719740851278,0.0108725386901,3.55718421312,0.108704935204,4.3489167564,1.71167121767
"0001_0046","particleLinks14_0001_0046_ambocc.png",3.,"mess",2.69757148144,0.00122097361782,0.0187758262205,4.70009244496,7.11896808466,0.223673080201,9.45342192038,1.52178352438,2.83640778144,0.709234215239,0.0380352611118,0.0330497343509
"0001_0047","particleLinks14_0001_0047_ambocc.png",1.,"mess",0.212590620527,0.00915649596792,0.192047573369,0.963940004112,0.0475347428743,6.75175786775,1.10878793821,0.320352314485,2.57980134216,1.96498555835,0.123566605121,8.62130544934
"0001_0048","particleLinks14_0001_0048_ambocc.png",9.,"balloon",0.0164513803453,0.032752622115,1.2366267901,0.107768681875,0.268182962995,0.00476573744199,0.16766402464,0.00163501170909,0.105948906208,0.105125091478,0.394906241759,0.0406639208248
"0001_0049","particleLinks14_0001_0049_ambocc.png",0.,"black",1.12919684884,8.42232962764,1.86859377379,0.0450808887657,1.18541397761,0.0132890588727,0.239527130816,1.32387709999,2.5741195361,1.21776784217,0.0906985023773,0.0364337619427
"0001_0050","particleLinks14_0001_0050_ambocc.png",1.,"mess",0.00102724674206,0.0741891179646,0.002203406768,0.0224394156345,0.0725987690134,0.665277822143,0.0142978613808,0.00213715718575,4.99908690251,0.283136061508,8.3780269505,3.97503416437
"0001_0051","particleLinks14_0001_0051_ambocc.png",0.,"black",5.77220035662,5.24512954511,0.00113295700281,3.73738112669,1.30933011516,0.409693298258,0.146013309516,2.60001180974,1.50673607449,1.18368600959,0.308436641533,0.282395108229
"0001_0052","particleLinks14_0001_0052_ambocc.png",0.,"black",9.6204628068,0.00408172171157,0.00108702388349,0.369375411661,0.0679231884258,0.760673606147,0.01442877563,0.526490190737,2.00727469712,0.598659657036,0.583666054413,0.0566553564837
"0001_0053","particleLinks14_0001_0053_ambocc.png",0.,"black",5.89883496548,0.308966191036,0.108845524693,0.602889924005,0.00599263255119,0.139295216511,0.034311804982,2.30760133628,1.70394177086,1.54553628585,0.571488743478,1.51500807026
"0001_0054","particleLinks14_0001_0054_ambocc.png",1.,"mess",0.466839630508,0.00533760591451,1.59417114393,1.37370366879,0.00577808269839,0.628020505283,0.919889512966,0.679208054314,1.43899691419,1.70907516313,9.05815901885,0.0209803909703
"0001_0055","particleLinks14_0001_0055_ambocc.png",0.,"nogrowth",8.92428589361,0.0336389308512,3.44871553516,0.00216115514951,0.00210478365016,7.19859423825,0.267594092365,0.144001539437,1.07547949391,0.473524458296,0.0119873656727,0.278555847778
"0001_0056","particleLinks14_0001_0056_ambocc.png",0.,"black",0.0102735188365,6.93705284785,0.0954966653377,0.445172698799,1.65043322468,0.00343715872599,0.121142675948,0.431672124906,2.87158761199,1.2265244658,1.24703641491,0.666674862312
"0001_0057","particleLinks14_0001_0057_ambocc.png",2.,"mess",0.00921104471259,0.991854929398,0.018859673794,1.08090784016,0.044586084892,0.00548431034991,0.0106459182398,1.57221849149,1.77995417907,1.74070528103,2.57676316998,4.38856332116
"0001_0058","particleLinks14_0001_0058_ambocc.png",9.,"balloon",0.147103877932,0.136599334354,2.59370015037,1.9399030743,3.10871276412,0.0077069295499,3.68100702983,0.0466403526519,0.581532762748,1.80041314279,0.0647204398667,0.0103133741304
"0001_0059","particleLinks14_0001_0059_ambocc.png",2.,"mess",0.0420890335555,0.00878052822064,2.2874507965,0.045485334922,1.92195762432,4.10048185803,0.0160303076016,0.010709375291,4.39904420134,0.351214401002,0.0123738516746,0.0100772694889
"0001_0060","particleLinks14_0001_0060_ambocc.png",0.,"nogrowth",0.0128092467455,3.8240378351,0.472845503108,0.305311876006,0.0957854881966,0.736960751749,0.0136021080431,0.00314097024433,1.68105636812,0.551845119598,0.0200715351224,0.019981022476
"0001_0061","particleLinks14_0001_0061_ambocc.png",0.,"nogrowth",0.0281483255884,0.178337778923,0.146713790401,2.51440275454,0.0359729166358,9.84604291113,0.218981741122,0.430778619314,0.31797264848,0.135720555215,0.0336207579527,0.0785711283199
"0001_0062","particleLinks14_0001_0062_ambocc.png",0.,"nogrowth",0.526379404694,0.00385691327531,0.0364977499648,4.32075910328,0.00205814951594,0.859432750504,0.00101960823946,0.342641864942,0.613589306713,0.0468844920431,0.0419111131966,0.162042490033
"0001_0063","particleLinks14_0001_0063_ambocc.png",3.,"mess",0.0348874418502,0.71004996282,0.327483380201,0.0974722778621,0.235891300858,4.99982002883,0.360069516061,0.00701613468873,1.71269475983,1.7003786958,0.964939759757,0.898971407397
"0001_0064","particleLinks14_0001_0064_ambocc.png",0.,"nogrowth",0.0178144879304,0.0013360805205,0.0638964957377,1.2671840343,0.00252635214567,0.0628603230477,0.00246168720233,0.0810311839951,0.240970468856,0.80483606536,3.47979875659,3.67686731594
"0001_0065","particleLinks14_0001_0065_ambocc.png",0.,"nogrowth",0.177037942039,1.55344945834,0.00774306680095,0.213197833354,0.105503005284,0.156710104207,1.92032916654,0.00172067676592,0.821851329279,1.30525716328,0.249398511845,0.0554371600034
"0001_0066","particleLinks14_0001_0066_ambocc.png",2.,"mess",0.0219194419898,0.112658175255,1.0311642087,0.051494487519,0.399269293202,0.223621136613,0.00545543775121,0.0149673465211,3.40523242865,1.8083346026,0.0845767200303,1.02663341015
"0001_0067","particleLinks14_0001_0067_ambocc.png",6.,"plant",0.0054639601697,2.55363510291,0.00102246657966,0.84536206738,1.90185923978,0.00265965238242,0.224056649613,0.060682631756,2.30876089395,0.0251652720448,0.0379851896861,7.75435872388
"0001_0068","particleLinks14_0001_0068_ambocc.png",2.,"mess",0.35877975872,0.00159666388769,0.277675056478,8.99629778202,1.89930246253,0.00236318218643,0.334412601692,0.397228729339,4.09141347531,1.12850748407,0.0142049208797,0.910173391539
"0001_0069","particleLinks14_0001_0069_ambocc.png",5.,"animal",0.209377692844,0.0147861053863,3.37056907094,0.00506536999353,0.0455045918518,6.05419920114,4.31181668964,3.64543536362,3.76701935554,1.33805280572,0.0111431460995,0.0835340228468
"0001_0070","particleLinks14_0001_0070_ambocc.png",1.,"mess",0.00123738093001,0.21653120142,0.392295522017,5.14694108771,8.70309659338,6.36085176512,1.45113406247,0.00291613772279,4.03034491143,1.05162350936,6.23304204633,0.342157099084
"0001_0071","particleLinks14_0001_0071_ambocc.png",7.,"brain",0.957946049838,0.824419165942,2.25309858662,0.60344353433,0.0983331768298,0.0140134936582,2.58764833067,0.0110895640782,2.04667104121,0.788288974412,0.388812409208,1.5286471174
"0001_0072","particleLinks14_0001_0072_ambocc.png",4.,"mess",0.0012123111424,0.0488493543435,0.0332442724452,0.0130625580083,0.00722087756877,0.0068799180873,0.00776060991029,1.22311274523,4.9758271079,0.743019368429,0.112829685367,0.025364285488
"0001_0073","particleLinks14_0001_0073_ambocc.png",0.,"nogrowth",4.15061708134,0.00126887139699,1.72337918301,3.7704186156,2.99813616908,0.00538253470717,0.00232530732525,0.00161347359959,4.31405895577,0.717342189837,0.346696194139,0.112130520619
"0001_0074","particleLinks14_0001_0074_ambocc.png",0.,"black",6.02704479136,0.0101571568124,0.650132700964,0.682098678628,1.00123360297,1.24604688571,0.263428577017,0.0260017215011,1.63582879212,1.56146392239,0.846891955387,2.36105904362
"0001_0075","particleLinks14_0001_0075_ambocc.png",0.,"black",4.0868919621,2.92191781822,0.157228243962,0.00430468887901,0.0402264250831,0.166613494559,0.0182543440607,0.00618992247903,0.516531972875,1.1905152896,0.218317609117,0.47753575967
"0001_0076","particleLinks14_0001_0076_ambocc.png",0.,"black",1.65962289736,8.90950405229,0.00551851914196,0.0206421181936,5.48089621912,0.0015971830901,0.0390985139059,0.00729943543788,3.39163604952,0.196437044507,2.81378096925,0.0400355152632
"0001_0077","particleLinks14_0001_0077_ambocc.png",0.,"black",9.32456136708,0.119324268299,0.00169375503046,6.15327615359,0.0820514360564,0.347591830205,0.933863638937,0.805076896077,3.39140722648,0.383566748411,1.50333428762,2.55632044349
"0001_0078","particleLinks14_0001_0078_ambocc.png",2.,"mess",1.82029134579,0.00431066963922,0.0868975186864,1.81575155895,3.11358368078,0.0178360644157,0.0191976211616,0.432110984892,4.70384913072,1.78360863197,1.56059530357,0.0384461407019
"0001_0079","particleLinks14_0001_0079_ambocc.png",0.,"black",0.00113899196419,6.3790157146,0.0261066791182,0.0181164416178,0.721663338072,0.0262562016681,0.274220518965,1.5094376146,4.36776663643,1.67328853272,0.67150215296,1.02235588936
"0001_0080","particleLinks14_0001_0080_ambocc.png",6.,"animal",1.24260281857,0.358883007676,0.863913144448,0.0855800630163,5.75952888399,1.73940517679,0.587721982727,0.171301329637,3.03101491451,0.343244959529,0.0540438194032,0.0140251936534
"0001_0081","particleLinks14_0001_0081_ambocc.png",0.,"black",0.00207456052767,4.64287230116,0.165394794915,0.343812436372,0.814692724518,0.00776187923951,0.00881633900382,0.054585151409,4.03172059592,1.78022826054,2.31019940703,0.682434522134
"0001_0082","particleLinks14_0001_0082_ambocc.png",0.,"nogrowth",0.00510922636822,0.00563812491793,0.00746522654698,3.7175546406,0.108181785292,0.068755600264,7.03026608874,0.0360380050046,0.164117160947,0.250211922306,8.43738686171,0.297325248815
"0001_0083","particleLinks14_0001_0083_ambocc.png",1.,"nogrowth",0.0558992313473,0.00429498823397,0.00875534562372,0.303217928274,0.0931893402379,3.24824846492,1.00131311616,3.40546374079,3.03145670468,0.315307956171,0.290518304404,5.75504733779
"0001_0084","particleLinks14_0001_0084_ambocc.png",9.,"worms",2.29770322117,1.48667436764,0.00143593477148,3.83195963113,0.0521150453721,0.443579732783,0.00735360838202,0.217297820781,4.41965436854,0.576855558606,0.0294102667548,1.39595601622
"0001_0085","particleLinks14_0001_0085_ambocc.png",5.,"worms",3.15141988966,0.0111746344827,0.0028966274389,0.132399768213,4.08402338224,0.00115816300253,0.037866024622,0.00147687039529,4.17913242506,0.128847239131,5.40738147084,4.73197749223
"0001_0086","particleLinks14_0001_0086_ambocc.png",0.,"nogrowth",0.0696392217564,0.498767788141,0.00439520470383,6.53736758038,0.00602525931629,0.00499006557888,0.030606618965,0.141167994848,0.936383515982,0.62009351909,3.83927276475,3.98148664165
"0001_0087","particleLinks14_0001_0087_ambocc.png",0.,"nogrowth",0.0203982646561,0.00170497167102,0.354846628064,0.036827726182,0.0544488657789,0.032029692393,0.0936893699027,0.0782328866299,0.0186546373691,1.2467535365,0.625477195553,0.159885764461
"0001_0088","particleLinks14_0001_0088_ambocc.png",1.,"mess",0.00519506700515,0.0318280298342,0.00775466814349,1.88945026986,0.00977401718612,0.120416797303,0.0131197674789,0.0345430327596,3.52604173599,1.97914808701,0.0996652177091,0.900222765381
"0001_0089","particleLinks14_0001_0089_ambocc.png",8.,"balloon",0.0333868315898,0.013247360455,4.07618964733,5.43371181591,5.09430474755,0.0923335825745,1.5065193219,0.00429226521668,0.131726078702,1.11501693437,0.143553303647,6.32322666485
"0001_0090","particleLinks14_0001_0090_ambocc.png",4.,"mess",1.14364319572,0.41816089821,0.603841425431,1.53055975604,0.5433647518,0.556476901337,0.0805358677164,0.204056211429,1.57176209166,1.20839317691,0.034676467167,1.31267756094
"0001_0091","particleLinks14_0001_0091_ambocc.png",0.,"nogrowth",0.013362407451,0.00313327784231,0.0272767583988,0.429132492348,0.00207957996303,0.245633587808,0.211814774064,1.64384169733,1.61110094729,0.196303469714,0.0111459084598,4.00486891166
"0001_0092","particleLinks14_0001_0092_ambocc.png",3.,"mess",1.10858894541,0.0676440635064,0.495646369261,0.132811254113,0.0500304966613,0.00484534018319,0.0027661696191,2.25819278599,3.7162976461,0.191976530507,0.103546944506,6.34243921545
"0001_0093","particleLinks14_0001_0093_ambocc.png",8.,"brain",0.177879186174,2.38119170308,0.3072263922,6.63526350203,0.0135945056162,8.72638369812,6.38935275315,1.0019045049,2.51605492303,0.759602212765,1.75430532138,0.0304276772258
"0001_0094","particleLinks14_0001_0094_ambocc.png",0.,"black",0.00664117420847,8.07405502599,0.319951546628,3.77310098877,0.729165584191,1.36901642605,0.0224002010642,0.238283174812,0.101340744577,1.82957606677,0.219238283583,0.10067263625
"0001_0095","particleLinks14_0001_0095_ambocc.png",3.,"mess",0.00161082599615,0.0510734718282,0.00701934765103,0.492568039211,2.10411928034,0.269274121362,0.028485564751,8.79760258324,2.34685089775,1.85333664941,0.0173773533063,0.102878274685
"0001_0096","particleLinks14_0001_0096_ambocc.png",4.,"plant",2.66135960008,0.48832417068,0.00361198098643,7.50672091122,2.73050412599,0.00355709934113,0.147881956324,0.243749206979,0.776124315077,0.0369535984558,0.56303566433,5.83255298146
"0001_0097","particleLinks14_0001_0097_ambocc.png",1.,"mess",0.00864620094975,0.0299625638833,0.00159465217513,0.00191524175453,2.03968246942,0.562961348916,0.0622958725283,0.00873503117988,1.85065829353,0.752367798304,0.206103028361,7.98225829231
"0001_0098","particleLinks14_0001_0098_ambocc.png",0.,"nogrowth",0.016376592542,0.00137391979621,0.0167626481553,0.0281076174328,0.00278359713054,0.149228154028,1.90789614852,0.298948729235,0.671117081403,0.377379005914,0.0463814358855,1.63203639448
"0001_0099","particleLinks14_0001_0099_ambocc.png",0.,"nogrowth",3.0701038498,1.61548291719,1.00560070984,0.00790438525417,0.160713304336,0.0228067089013,0.886347302208,0.605485489081,1.0398282724,0.33019236437,0.0152863098418,2.69406927198
"0001_0100","particleLinks14_0001_0100_ambocc.png",1.,"mess",0.0157698574321,0.0047874045739,0.0018446555063,0.0323868712523,0.0205359249261,1.66855694619,0.10882731085,3.74085508726,3.68797553103,1.48963662039,0.0328720545336,1.47995342764
"0002_0001","particleLinks14_0002_0001_ambocc.png",8.,"balloon",0.00117590287545,0.00196613538866,2.36920540987,0.263183540459,0.00128628122742,6.32473357866,0.0218414219876,0.00992523790358,0.442688736959,0.562690501589,1.49937609351,2.57890292959
"0002_0002","particleLinks14_0002_0002_ambocc.png",3.,"mess",0.0284109631018,0.881657876417,0.232277244924,0.0607868997899,0.271017512451,0.00117521128275,0.560104179122,0.00528249647257,4.13676917045,1.54648694103,8.58580659514,0.365461565139
"0002_0003","particleLinks14_0002_0003_ambocc.png",0.,"black",0.170113719361,6.56167763677,0.131567907812,1.03869881632,1.68691265021,0.00293879984555,0.981265540634,2.984891644,2.5721083657,1.42799051397,0.0428392422379,0.416475482613
"0002_0004","particleLinks14_0002_0004_ambocc.png",2.,"mess",0.0164815732041,0.119002104873,2.8652147726,2.08503965867,2.37062848934,0.0312681172735,0.0114686090637,0.0081824533466,2.43126321102,0.787116435739,0.0113125084929,0.0102418811868
"0002_0005","particleLinks14_0002_0005_ambocc.png",7.,"balloon",0.00894424928041,0.0170209302554,1.8850779901,0.246212142687,0.537370040313,0.0161003248489,0.00531373972789,3.20739794921,1.10481696127,0.400403194772,3.93543323279,0.925255171703
"0002_0006","particleLinks14_0002_0006_ambocc.png",4.,"mess",0.0148529816717,0.321301475398,0.0145624199636,0.710679687492,0.613730929245,6.08378646189,4.19868165228,0.00367497097821,2.69858532452,1.00652794758,0.446715602207,1.31113316756
"0002_0007","particleLinks14_0002_0007_ambocc.png",0.,"black",0.913203528585,0.0406947267464,6.85761170456,0.00442061531635,0.0186385782765,0.00324309649314,0.00113629640494,0.00311079582544,1.25755754201,0.6996298196,0.0274010560132,0.358665086029
"0002_0008","particleLinks14_0002_0008_ambocc.png",1.,"mess",0.0494880005924,0.00144107712273,0.0223058946157,0.0249020762595,0.0196294068514,0.00502206620482,0.270010206173,1.95965508233,4.85977370961,1.55860674234,0.191835378206,9.99338236681
"0002_0009","particleLinks14_0002_0009_ambocc.png",0.,"nogrowth",1.60214069081,0.457308087175,0.0356400765139,0.537039616557,0.0254363338305,0.0193160646243,2.42111536838,0.00527792466321,1.33358166123,0.0961697254479,4.96964260712,0.024897294801
"0002_0010","particleLinks14_0002_0010_ambocc.png",0.,"nogrowth",0.0583135757219,0.00372926618012,0.157706081396,0.0898196251937,0.116434829537,2.92987419168,9.99939566654,0.00148046022574,1.67165961855,0.354962755521,0.0236919335953,0.0489020542146
"0002_0011","particleLinks14_0002_0011_ambocc.png",0.,"black",8.22292793604,2.96997605298,0.016023228768,0.323839843352,0.947260962421,0.018646027156,8.97417929536,0.545232075334,1.57389444045,1.80114851674,8.87910729565,2.38992637006
"0002_0012","particleLinks14_0002_0012_ambocc.png",2.,"mess",0.00612200226099,0.022790330836,0.553360074539,0.0114495699757,3.66928997449,0.0147337285943,0.267127135165,0.0363062295765,0.995981668312,1.39080325616,0.52902999972,0.0369358981948
